"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"biddable",100,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11467,"contains description",36,1,"not a 99 ending"
"not biddable",199.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11468,"no description",0,0,"99 ending"
"biddable",100,"used","No cellular","None","White","16/32/64 GB","iPad mini",1,11469,"contains description",99,58,"not a 99 ending"
"biddable",75,"used","No cellular","None","Black","16/32/64 GB","iPad mini",1,11470,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","Verizon","Space Gray","16/32/64 GB","iPad 2",0,11471,"no description",0,0,"99 ending"
"biddable",215,"refurbished","Cellular","AT&T","Black","16/32/64 GB","iPad mini 2",0,11472,"no description",0,0,"not a 99 ending"
"not biddable",395,"new","Cellular","Unknown","Unknown","16/32/64 GB","iPad mini 2",1,11473,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","Sprint/T-Mobile","White","16/32/64 GB","iPad Air 1/2",1,11474,"contains description",70,3,"99 ending"
"not biddable",509,"new","Cellular","Unknown","Space Gray","16/32/64 GB","iPad mini 2",0,11475,"no description",0,0,"not a 99 ending"
"biddable",155,"refurbished","Cellular","AT&T","Black","16/32/64 GB","iPad 2",1,11476,"no description",0,0,"not a 99 ending"
"biddable",100,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 4",1,11477,"no description",0,0,"not a 99 ending"
"biddable",375,"used","Cellular","AT&T","White","16/32/64 GB","Unknown",0,11478,"no description",0,0,"not a 99 ending"
"not biddable",199.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11479,"no description",0,0,"99 ending"
"not biddable",289,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11480,"no description",0,0,"not a 99 ending"
"not biddable",645,"new","No cellular","None","Gold","128 GB","iPad Air 1/2",0,11481,"no description",0,0,"not a 99 ending"
"biddable",265,"used","No cellular","None","White","16/32/64 GB","iPad mini",0,11482,"contains description",96,1,"not a 99 ending"
"biddable",0.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,11483,"no description",0,0,"99 ending"
"biddable",450,"used","Unknown","Unknown","Space Gray","16/32/64 GB","iPad mini 2",0,11484,"no description",0,0,"not a 99 ending"
"biddable",599.99,"new","No cellular","None","White","16/32/64 GB","Unknown",0,11485,"no description",0,0,"99 ending"
"biddable",729.99,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,11486,"no description",0,0,"99 ending"
"not biddable",749,"new","Cellular","Unknown","Gold","128 GB","iPad Air 1/2",0,11487,"no description",0,0,"not a 99 ending"
"biddable",729.99,"new","No cellular","None","Space Gray","128 GB","iPad mini3",0,11488,"no description",0,0,"99 ending"
"biddable",499.99,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11489,"no description",0,0,"99 ending"
"not biddable",225,"used","Unknown","Unknown","Space Gray","16/32/64 GB","Unknown",0,11490,"contains description",73,1,"not a 99 ending"
"biddable",499.99,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,11491,"no description",0,0,"99 ending"
"biddable",599.99,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,11492,"no description",0,0,"99 ending"
"biddable",729.99,"new","No cellular","None","White","128 GB","iPad mini3",0,11493,"no description",0,0,"99 ending"
"biddable",350,"new","Cellular","AT&T","White","16/32/64 GB","iPad mini 2",0,11494,"contains description",97,3,"not a 99 ending"
"not biddable",300,"new","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11495,"no description",0,0,"not a 99 ending"
"biddable",350,"new","Unknown","Unknown","White","16/32/64 GB","iPad mini",0,11496,"no description",0,0,"not a 99 ending"
"not biddable",320,"refurbished","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,11497,"no description",0,0,"not a 99 ending"
"not biddable",425.99,"new","No cellular","None","Black","16/32/64 GB","Unknown",0,11498,"no description",0,0,"99 ending"
"not biddable",260,"new","No cellular","None","White","16/32/64 GB","iPad mini 2",1,11499,"no description",0,0,"not a 99 ending"
"not biddable",237,"new","No cellular","None","White","16/32/64 GB","iPad mini 2",1,11500,"no description",0,0,"not a 99 ending"
"not biddable",150,"used","No cellular","None","Black","16/32/64 GB","iPad mini",1,11501,"no description",0,0,"not a 99 ending"
"not biddable",180,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11502,"no description",0,0,"not a 99 ending"
"not biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,11503,"no description",0,0,"not a 99 ending"
"not biddable",100,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11504,"contains description",19,0,"not a 99 ending"
"not biddable",179,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",1,11505,"no description",0,0,"not a 99 ending"
"biddable",144.95,"new","No cellular","None","Unknown","Unknown","iPad Air 1/2",0,11506,"no description",0,0,"not a 99 ending"
"not biddable",69.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,11507,"no description",0,0,"99 ending"
"not biddable",315,"used","Unknown","Unknown","Unknown","Unknown","iPad 4",1,11508,"no description",0,0,"not a 99 ending"
"not biddable",135,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 2",1,11509,"no description",0,0,"not a 99 ending"
"not biddable",235,"used","No cellular","None","White","16/32/64 GB","iPad mini Retina",0,11510,"no description",0,0,"not a 99 ending"
"not biddable",160,"used","No cellular","None","Black","16/32/64 GB","iPad mini",1,11511,"no description",0,0,"not a 99 ending"
"not biddable",235,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,11512,"no description",0,0,"not a 99 ending"
"not biddable",295,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,11513,"contains description",38,0,"not a 99 ending"
"not biddable",219,"refurbished","Cellular","Verizon","Black","16/32/64 GB","iPad mini",1,11514,"contains description",102,5,"not a 99 ending"
"not biddable",299,"used","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11515,"no description",0,0,"99 ending"
"not biddable",280,"new","No cellular","None","White","16/32/64 GB","iPad mini 2",1,11516,"no description",0,0,"not a 99 ending"
"not biddable",330,"used","Cellular","AT&T","White","16/32/64 GB","iPad 2",0,11517,"contains description",99,2,"not a 99 ending"
"not biddable",180,"used","Cellular","AT&T","Space Gray","16/32/64 GB","iPad mini",1,11518,"no description",0,0,"not a 99 ending"
"not biddable",500,"used","Cellular","AT&T","White","128 GB","iPad Air 1/2",0,11519,"contains description",36,2,"not a 99 ending"
"not biddable",205,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",1,11520,"no description",0,0,"not a 99 ending"
"not biddable",208,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11521,"no description",0,0,"not a 99 ending"
"not biddable",419,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11522,"no description",0,0,"not a 99 ending"
"not biddable",165,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11523,"contains description",98,2,"not a 99 ending"
"not biddable",650,"new","Cellular","AT&T","Unknown","128 GB","iPad mini3",1,11524,"no description",0,0,"not a 99 ending"
"not biddable",290,"new","No cellular","None","White","16/32/64 GB","iPad mini3",1,11525,"no description",0,0,"not a 99 ending"
"not biddable",347,"new","No cellular","None","White","16/32/64 GB","Unknown",0,11526,"no description",0,0,"not a 99 ending"
"not biddable",175,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,11527,"no description",0,0,"not a 99 ending"
"not biddable",400,"new","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",0,11528,"no description",0,0,"not a 99 ending"
"not biddable",730,"new","Cellular","Unknown","White","128 GB","iPad Air 1/2",0,11529,"no description",0,0,"not a 99 ending"
"not biddable",150,"used","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad mini",1,11530,"no description",0,0,"not a 99 ending"
"not biddable",225,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,11531,"no description",0,0,"not a 99 ending"
"not biddable",325,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,11532,"contains description",11,0,"not a 99 ending"
"not biddable",749.99,"new","Cellular","Unknown","Space Gray","128 GB","iPad Air 1/2",0,11533,"no description",0,0,"99 ending"
"not biddable",225,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11534,"no description",0,0,"not a 99 ending"
"not biddable",150,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11535,"no description",0,0,"not a 99 ending"
"not biddable",128,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 2",1,11536,"contains description",95,2,"not a 99 ending"
"not biddable",105,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11537,"contains description",11,2,"not a 99 ending"
"not biddable",175,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11538,"no description",0,0,"not a 99 ending"
"not biddable",550,"refurbished","Cellular","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",0,11539,"contains description",97,1,"not a 99 ending"
"not biddable",349.95,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",1,11540,"no description",0,0,"not a 99 ending"
"not biddable",250,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11541,"no description",0,0,"not a 99 ending"
"not biddable",145,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11542,"no description",0,0,"not a 99 ending"
"not biddable",210,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11543,"contains description",106,2,"not a 99 ending"
"not biddable",90,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,11544,"no description",0,0,"not a 99 ending"
"not biddable",100,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11545,"no description",0,0,"not a 99 ending"
"not biddable",331.99,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11546,"no description",0,0,"99 ending"
"not biddable",348.6,"new","Cellular","AT&T","Space Gray","16/32/64 GB","iPad mini",0,11547,"no description",0,0,"not a 99 ending"
"not biddable",308,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,11548,"no description",0,0,"not a 99 ending"
"not biddable",349,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11549,"contains description",99,6,"not a 99 ending"
"not biddable",70,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11550,"no description",0,0,"not a 99 ending"
"not biddable",350,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11551,"no description",0,0,"not a 99 ending"
"not biddable",710,"used","Cellular","Unknown","Gold","128 GB","iPad Air 1/2",0,11552,"no description",0,0,"not a 99 ending"
"not biddable",230,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11553,"no description",0,0,"not a 99 ending"
"not biddable",275,"new","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11554,"contains description",73,4,"not a 99 ending"
"not biddable",380,"used","Cellular","Sprint/T-Mobile","Space Gray","16/32/64 GB","iPad mini 2",1,11555,"no description",0,0,"not a 99 ending"
"not biddable",399.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,11556,"no description",0,0,"99 ending"
"not biddable",280,"new","No cellular","None","Black","Unknown","iPad mini",0,11557,"no description",0,0,"not a 99 ending"
"not biddable",220,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11558,"contains description",73,1,"not a 99 ending"
"not biddable",525,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 2",0,11559,"contains description",76,1,"not a 99 ending"
"not biddable",149,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",0,11560,"no description",0,0,"not a 99 ending"
"not biddable",350,"used","Cellular","Verizon","White","16/32/64 GB","iPad mini",1,11561,"no description",0,0,"not a 99 ending"
"not biddable",275,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11562,"no description",0,0,"not a 99 ending"
"not biddable",300,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11563,"no description",0,0,"not a 99 ending"
"not biddable",327.58,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,11564,"no description",0,0,"not a 99 ending"
"not biddable",250,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11565,"no description",0,0,"not a 99 ending"
"not biddable",400,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11566,"contains description",99,16,"not a 99 ending"
"not biddable",420,"used","No cellular","None","White","Unknown","iPad mini Retina",1,11567,"no description",0,0,"not a 99 ending"
"not biddable",289,"used","Unknown","Unknown","Unknown","Unknown","iPad mini",0,11568,"contains description",17,0,"not a 99 ending"
"not biddable",375,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11569,"no description",0,0,"not a 99 ending"
"not biddable",250,"used","Unknown","Unknown","Black","Unknown","Unknown",1,11570,"contains description",98,1,"not a 99 ending"
"not biddable",525,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11571,"no description",0,0,"not a 99 ending"
"not biddable",269.95,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,11572,"contains description",99,3,"not a 99 ending"
"not biddable",455,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11573,"no description",0,0,"not a 99 ending"
"not biddable",200,"used","No cellular","None","White","16/32/64 GB","Unknown",0,11574,"no description",0,0,"not a 99 ending"
"not biddable",149.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",0,11575,"no description",0,0,"99 ending"
"not biddable",400,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11576,"contains description",87,3,"not a 99 ending"
"not biddable",315,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad 4",0,11577,"no description",0,0,"not a 99 ending"
"not biddable",500,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,11578,"no description",0,0,"not a 99 ending"
"not biddable",70,"used","No cellular","None","Black","Unknown","iPad 1",0,11579,"no description",0,0,"not a 99 ending"
"not biddable",450,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11580,"no description",0,0,"not a 99 ending"
"not biddable",8,"used","Unknown","Unknown","Unknown","Unknown","iPad 4",1,11581,"contains description",12,1,"not a 99 ending"
"not biddable",195,"refurbished","Cellular","AT&T","Black","16/32/64 GB","iPad 4",1,11582,"no description",0,0,"not a 99 ending"
"not biddable",4.99,"new","Unknown","Unknown","Unknown","Unknown","Unknown",1,11583,"no description",0,0,"99 ending"
"not biddable",259.99,"new","No cellular","None","White","16/32/64 GB","iPad mini",0,11584,"no description",0,0,"99 ending"
"not biddable",100,"used","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",0,11585,"contains description",85,1,"not a 99 ending"
"not biddable",350,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11586,"contains description",40,2,"not a 99 ending"
"not biddable",380,"used","Unknown","Unknown","Black","16/32/64 GB","Unknown",0,11587,"contains description",41,3,"not a 99 ending"
"not biddable",200,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11588,"contains description",92,5,"not a 99 ending"
"not biddable",150,"used","No cellular","None","Unknown","16/32/64 GB","Unknown",1,11589,"no description",0,0,"not a 99 ending"
"not biddable",380,"new","No cellular","None","White","16/32/64 GB","iPad mini3",1,11590,"no description",0,0,"not a 99 ending"
"not biddable",2.99,"new","Unknown","Unknown","Unknown","Unknown","Unknown",0,11591,"no description",0,0,"99 ending"
"not biddable",350,"new","Unknown","Unknown","White","16/32/64 GB","iPad mini 2",0,11592,"no description",0,0,"not a 99 ending"
"biddable",60,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",0,11593,"no description",0,0,"not a 99 ending"
"not biddable",480,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11594,"contains description",35,3,"not a 99 ending"
"not biddable",175,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,11595,"no description",0,0,"not a 99 ending"
"not biddable",69.69,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,11596,"contains description",6,0,"not a 99 ending"
"not biddable",175,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11597,"no description",0,0,"not a 99 ending"
"biddable",15,"for parts or not working","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",1,11598,"contains description",109,4,"not a 99 ending"
"not biddable",119.88,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",0,11599,"contains description",29,26,"not a 99 ending"
"not biddable",225,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,11600,"no description",0,0,"not a 99 ending"
"not biddable",29.99,"for parts or not working","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",1,11601,"no description",0,0,"99 ending"
"biddable",119.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11602,"no description",0,0,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 4",1,11603,"contains description",20,2,"99 ending"
"not biddable",150,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11604,"no description",0,0,"not a 99 ending"
"not biddable",229,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",1,11605,"no description",0,0,"not a 99 ending"
"not biddable",199,"for parts or not working","No cellular","None","White","16/32/64 GB","Unknown",0,11606,"no description",0,0,"99 ending"
"biddable",50,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 2",1,11607,"no description",0,0,"not a 99 ending"
"not biddable",149,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11608,"no description",0,0,"not a 99 ending"
"not biddable",29.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11609,"contains description",70,10,"not a 99 ending"
"not biddable",129.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 2",0,11610,"contains description",11,1,"99 ending"
"biddable",15,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 1",1,11611,"contains description",103,32,"not a 99 ending"
"not biddable",229.98,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11612,"contains description",99,17,"not a 99 ending"
"biddable",19.5,"for parts or not working","Cellular","Sprint/T-Mobile","Black","16/32/64 GB","iPad mini",1,11613,"no description",0,0,"not a 99 ending"
"not biddable",69.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11614,"contains description",24,4,"not a 99 ending"
"biddable",75,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,11615,"no description",0,0,"not a 99 ending"
"biddable",50,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11616,"no description",0,0,"not a 99 ending"
"biddable",14.99,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 1",1,11617,"no description",0,0,"99 ending"
"biddable",100,"for parts or not working","Cellular","Unknown","White","16/32/64 GB","iPad 4",1,11618,"no description",0,0,"not a 99 ending"
"biddable",299.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11619,"contains description",87,4,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11620,"contains description",26,0,"99 ending"
"biddable",0.99,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 1",1,11621,"contains description",99,1,"99 ending"
"biddable",30,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11622,"no description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","Unknown",1,11623,"no description",0,0,"99 ending"
"biddable",25,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,11624,"contains description",60,2,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11625,"no description",0,0,"99 ending"
"biddable",114.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11626,"no description",0,0,"99 ending"
"biddable",49.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",1,11627,"no description",0,0,"99 ending"
"biddable",10,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11628,"contains description",99,1,"not a 99 ending"
"not biddable",59.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11629,"contains description",89,15,"99 ending"
"biddable",30,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11630,"no description",0,0,"not a 99 ending"
"not biddable",100,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 3",0,11631,"no description",0,0,"not a 99 ending"
"biddable",30,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",1,11632,"no description",0,0,"not a 99 ending"
"not biddable",209,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",0,11633,"no description",0,0,"not a 99 ending"
"biddable",14.99,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 1",1,11634,"no description",0,0,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,11635,"contains description",40,0,"99 ending"
"biddable",25,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",1,11636,"no description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11637,"no description",0,0,"99 ending"
"biddable",39,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 4",1,11638,"no description",0,0,"not a 99 ending"
"biddable",119.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11639,"no description",0,0,"99 ending"
"not biddable",89.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 2",0,11640,"contains description",100,9,"99 ending"
"biddable",32.95,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11641,"contains description",21,2,"not a 99 ending"
"not biddable",550,"for parts or not working","Cellular","Sprint/T-Mobile","Unknown","128 GB","iPad Air 1/2",0,11642,"contains description",19,5,"not a 99 ending"
"not biddable",128,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",0,11643,"contains description",101,2,"not a 99 ending"
"biddable",80,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11644,"no description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11645,"no description",0,0,"99 ending"
"biddable",40,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11646,"contains description",94,76,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11647,"contains description",87,2,"99 ending"
"not biddable",71.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",1,11648,"no description",0,0,"99 ending"
"not biddable",209,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",0,11649,"no description",0,0,"not a 99 ending"
"biddable",92,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11650,"contains description",54,8,"not a 99 ending"
"biddable",179.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11651,"contains description",87,4,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,11652,"contains description",96,6,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11653,"no description",0,0,"99 ending"
"biddable",0.99,"for parts or not working","Cellular","Sprint/T-Mobile","White","16/32/64 GB","iPad Air 1/2",1,11654,"contains description",30,10,"99 ending"
"biddable",65,"for parts or not working","Cellular","AT&T","Black","16/32/64 GB","iPad 4",1,11655,"no description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",1,11656,"no description",0,0,"99 ending"
"biddable",1,"for parts or not working","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",1,11657,"no description",0,0,"not a 99 ending"
"not biddable",128,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",0,11658,"contains description",101,2,"not a 99 ending"
"not biddable",200,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad 2",0,11659,"contains description",100,3,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",1,11660,"contains description",101,0,"99 ending"
"biddable",25,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",1,11661,"contains description",35,1,"not a 99 ending"
"biddable",30,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11662,"no description",0,0,"not a 99 ending"
"not biddable",57.5,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",1,11663,"no description",0,0,"not a 99 ending"
"biddable",39.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11664,"no description",0,0,"99 ending"
"biddable",75,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",1,11665,"no description",0,0,"not a 99 ending"
"biddable",5,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 2",1,11666,"no description",0,0,"not a 99 ending"
"biddable",40,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11667,"contains description",94,76,"not a 99 ending"
"not biddable",119.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11668,"no description",0,0,"99 ending"
"biddable",74.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",1,11669,"contains description",38,1,"99 ending"
"biddable",29.95,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",1,11670,"no description",0,0,"not a 99 ending"
"biddable",40,"for parts or not working","Cellular","Verizon","White","16/32/64 GB","iPad 2",1,11671,"no description",0,0,"not a 99 ending"
"biddable",50,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11672,"no description",0,0,"not a 99 ending"
"not biddable",129.95,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",0,11673,"contains description",38,1,"not a 99 ending"
"biddable",45,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11674,"no description",0,0,"not a 99 ending"
"not biddable",129.95,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 2",0,11675,"contains description",99,3,"not a 99 ending"
"not biddable",54.99,"for parts or not working","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,11676,"contains description",55,1,"99 ending"
"not biddable",189.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11677,"no description",0,0,"99 ending"
"biddable",1,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad 3",1,11678,"no description",0,0,"not a 99 ending"
"biddable",70,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11679,"no description",0,0,"not a 99 ending"
"biddable",49.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 1",1,11680,"contains description",111,10,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11681,"contains description",100,5,"99 ending"
"not biddable",399.99,"for parts or not working","Cellular","AT&T","Unknown","16/32/64 GB","iPad Air 1/2",0,11682,"contains description",61,4,"99 ending"
"biddable",149.98,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11683,"contains description",36,16,"not a 99 ending"
"not biddable",157,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",0,11684,"contains description",38,32,"not a 99 ending"
"biddable",160,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11685,"contains description",99,1,"not a 99 ending"
